mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,sampleRate,bitDepth,fileLength,numChannels,favorite,mediaComments
MC-002_20240301_000000.WAV,MC-002,activityDetection,2024-03-01T00:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_000000.WAV,False,MC-002_20240301_000000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_003000.WAV,MC-002,activityDetection,2024-03-01T00:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_003000.WAV,False,MC-002_20240301_003000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_010000.WAV,MC-002,activityDetection,2024-03-01T01:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_010000.WAV,False,MC-002_20240301_010000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_013000.WAV,MC-002,activityDetection,2024-03-01T01:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_013000.WAV,False,MC-002_20240301_013000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_020000.WAV,MC-002,activityDetection,2024-03-01T02:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_020000.WAV,False,MC-002_20240301_020000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_023000.WAV,MC-002,activityDetection,2024-03-01T02:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_023000.WAV,False,MC-002_20240301_023000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_030000.WAV,MC-002,activityDetection,2024-03-01T03:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_030000.WAV,False,MC-002_20240301_030000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_033000.WAV,MC-002,activityDetection,2024-03-01T03:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_033000.WAV,False,MC-002_20240301_033000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_040000.WAV,MC-002,activityDetection,2024-03-01T04:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_040000.WAV,False,MC-002_20240301_040000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_043000.WAV,MC-002,activityDetection,2024-03-01T04:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_043000.WAV,False,MC-002_20240301_043000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_050000.WAV,MC-002,activityDetection,2024-03-01T05:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_050000.WAV,False,MC-002_20240301_050000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_053000.WAV,MC-002,activityDetection,2024-03-01T05:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_053000.WAV,False,MC-002_20240301_053000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_060000.WAV,MC-002,activityDetection,2024-03-01T06:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_060000.WAV,False,MC-002_20240301_060000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_063000.WAV,MC-002,activityDetection,2024-03-01T06:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_063000.WAV,False,MC-002_20240301_063000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_070000.WAV,MC-002,activityDetection,2024-03-01T07:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_070000.WAV,False,MC-002_20240301_070000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_073000.WAV,MC-002,activityDetection,2024-03-01T07:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_073000.WAV,False,MC-002_20240301_073000.WAV,audio/WAV,48000,16,60.0,1,,
